Hotel_ID,Hotel_Name
38_17,"Căn hộ 71 m² 1 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Alma Resort: Balcony, Sea view, 1 Bed Room)"
38_18,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (1 bedroom luxury apartment with infinity pool)"
38_19,"Chung cư 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Trường (Lotus home Nha Trang, Luxury 2-bedroom apartment)"
38_20,"Nhà riêng 200 m² 2 phòng ngủ, 6 phòng tắm riêng ở Vịnh Vân Phong (nhà nghỉ homestay yên lành dốc lết)"
38_21,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Room with 2 beds(4 people)- La Sea 2)"
38_22,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (E4.7- Ốc Đảo Xanh Phố Biển - Chợ Đầm)"
38_25,Khu nghỉ dưỡng Paradise Dốc Lết - Trọn gói (Paradise Resort Doc Let - All Inclusive)
39_6,Khách sạn Magnolia Cam Ranh (Magnolia Hotel Cam Ranh)
39_7,Khách sạn & Căn hộ Moonlight Bay (Moonlight Bay hotel & apartment)
39_8,SANDALS ISLAND HOTEL
39_17,Gold Coast Hotel Nha Trang
40_1,Stella Maris Nha Trang Hotel
40_11,iSea by the sea
40_21,Khu biệt thự Casa Blanca (Casa Blanca Villas)
41_1,Khách sạn West Lake - Gần Bãi Dài (West Lake Hotel - Near Bãi Dài Beach)
41_2,"Nhà riêng 68 m² 1 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Căn hộ 3 giường full nội thất)"
41_4,"Căn hộ 43 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Luxury seaview room Panorama Nha Trang by HLG)"
41_5,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Comfortable apartment with 2 Bedrooms - 3 Beds)"
41_19,Khách Sạn Aloha Nha Trang (Aloha Hotel Nha Trang)
41_22,Khách Sạn Nha Trang Pearl (Nha Trang Pearl Hotel)
42_1,Phi Yen Muong Thanh 60 Apartment
42_10,The Oceanfront Apartment At Cam Ranh
42_29,Khách sạn boutique CoastHouse (Coast House Nha Trang)
43_9,Khách sạn Gibson Nha Trang (GIBSON HOTEL NHA TRANG)
43_19,Escalade Experience Resort
43_29,Khách sạn Thái Bình Cam Ranh (Thai Binh Cam Ranh Hotel)
9_17,Angela Cam Ranh( gần sân bay Cam Ranh) (Angela Cam Ranh( near the Airport Cam Ranh))
6_9,Angella Hotel Nha Trang
9_23,Apartment in Wyndham Garden Cam Ranh
14_10,Aqua De Hotel Panorama Nha Trang
11_20,Arena Cam Ranh Seaview near Airport
19_11,Arena Condotel Cam Ranh
12_21,Arena Seaview Cam Ranh Beach Resort Nha Trang Best Location Near The Airport
7_12,Arenas Cam Ranh Resort
10_11,BEE HOTEL
17_11,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang)
43_15,"Biệt thự 1200 m² 9 phòng ngủ, 9 phòng tắm riêng ở Vĩnh Trường (Villa Cao Cấp Ruby Ocean View Nha Trang)"
21_29,"Biệt thự 157 m² 2 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (biệt thự loại G 2 phòng ngủ )"
27_8,"Biệt thự 157 m² 2 phòng ngủ, 3 phòng tắm riêng ở Biển Bãi Dài (Romantic ocean view 2-bedroom superior suite)"
8_24,"Biệt thự 200 m² 5 phòng ngủ, 5 phòng tắm riêng ở Phước Long (Cosiana Villa Nha Trang)"
42_26,"Biệt thự 200 m² 6 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Four bedroom sưimming pool resort villa)"
23_8,"Biệt thự 214 m² 3 phòng ngủ, 4 phòng tắm riêng ở Cam Hải Đông (Your luxury 3-bedroom villa on the beach)"
10_7,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Biệt thự hồ bơi riêng Cam Ranh Mystery Villa & Spa)"
26_9,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Villa 3 phòng ngủ Cam Ranh Mystery Villas & Spa)"
33_25,"Biệt thự 25 m² 1 phòng ngủ, 0 phòng tắm riêng ở Lộc Thọ (ZK Homestay 2)"
37_28,"Biệt thự 250 m² 6 phòng ngủ, 6 phòng tắm riêng ở Cam Hải Đông (Room#102- Garden view- H2B Homestay Bai Dai Beach)"
8_2,"Biệt thự 29 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Mountains View- H2B Homestay)"
8_1,"Biệt thự 300 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Rooftop pool villa by the bay)"
30_14,"Biệt thự 384 m² 3 phòng ngủ, 3 phòng tắm riêng ở Biển Bãi Dài (Resort Wyndham Garden Cam Ranh Nha Trang)"
20_17,"Biệt thự 400 m² 4 phòng ngủ, 5 phòng tắm riêng ở Vĩnh Trường (Bling Bling Villa)"
31_18,"Biệt thự 420 m² 4 phòng ngủ, 4 phòng tắm riêng ở Vĩnh Trường (Discount Early Booker: Ocean Villa 4BRs Pool Sauna)"
28_18,"Biệt thự 45 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Ngọc (ZK klaus)"
38_29,"Biệt thự 500 m² 5 phòng ngủ, 4 phòng tắm riêng ở Vĩnh Trường (MERMAID VILLA )"
31_7,"Biệt thự 500 m² 6 phòng ngủ, 6 phòng tắm riêng ở Vĩnh Trường (Big Promotion: Thanh Van Villa; Pool, BBQ, Karaoke)"
22_15,"Biệt thự 727 m² 8 phòng ngủ, 8 phòng tắm riêng ở Vĩnh Hòa (Villa Eau Nah Trang :: 나트랑에서 즐기는 우리만의 럭셔리한 풀파티)"
39_14,"Biệt thự 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Villa vinmeliá - Just for you!)"
10_1,Biệt thự Valentine Nha Trang B8 (Valentine villa Nha Trang B8)
4_11,Blue Sea 2 Hotel Nha Trang
14_2,CONDOTEL ARENA SEA VIEW - VG
9_22,"Chung cư 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Trường (Lotus home Nha Trang, Homestay)"
26_10,"Chung cư 2000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Ngọc (ZK Homestay )"
36_10,"Chung cư 27 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (An Khang Apartment - Mountain View(27m2-02 paxs))"
10_26,"Chung cư 32 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (apartment)"
30_9,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (2102 condotel)"
36_27,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment City view Panorama Nha Trang)"
37_27,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Long (COLORS APARTMENT TAKE THE WINDY BALCONY)"
34_21,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Romantic mini loft near the beach - Blue theme)"
8_5,"Chung cư 35 m² 2 phòng ngủ, 1 phòng tắm riêng ở Phước Long (Hung Thanh Luxury Apartment)"
39_29,"Chung cư 35 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (STUDIO 3920B- THE BEST PANORAMIC NHA TRANG SEAVIEW)"
31_22,"Chung cư 38 m² 1 phòng ngủ, 0 phòng tắm riêng ở Phước Long (Căn Hộ Cao Cấp Nha Trang Giá Rẻ /Bồn Tắm Chanh Sả )"
25_7,"Chung cư 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Need to rent a new apartment building right )"
34_11,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Cong Thanh Apartment - TiDi)"
31_10,"Chung cư 40 m² 1 phòng ngủ, 2 phòng tắm riêng ở Cam Hải Đông (resort 5 star at Best beach in Vietnam)"
32_20,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Avis Condotel beachfront Nha Trang - Studio 5*)"
39_19,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Two Bed Ocean View Rubies Apartment)"
23_4,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Scenia Beauty)"
25_22,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Apartment Nha Trang Beach Ocean And Mountain View)"
26_26,"Chung cư 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View Apartment at Panorama Nha Trang)"
7_21,"Chung cư 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View + Free Pool at Panorama Nha Trang )"
42_4,"Chung cư 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Long (Apartment color)"
41_7,"Chung cư 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Two Bed Rooms Ocean & City View Rubies Apartment)"
24_1,"Chung cư 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Ngọc Hiệp (Apartment in Champa resort 5 star (City center))"
30_6,"Chung cư 54 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Family apartment )"
11_2,"Chung cư 57 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Spacious Hamilton Apt 1A, very close to beach)"
16_22,"Chung cư 59 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach.front & Sea.view |Dandy Nha Trang Apartment)"
28_9,"Chung cư 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - VIP Top Apartment - TV w/ Netflix)"
31_9,"Chung cư 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Sunshine apartment)"
26_25,"Chung cư 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Homestay Mường Thanh Hòn Chồng)"
40_10,"Chung cư 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Nha trang Apartment)"
17_17,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Apartments Nha Trang Center Sea View)"
6_1,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach and The City Condominium Comfortzone(16th))"
27_6,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Nha Trang Town)"
36_25,"Chung cư 63 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama Seaview 63m2, Huge Balcony, Pools & Gym)"
23_6,"Chung cư 63 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Trường (Viet Nha Trang Apartment A25-03)"
40_19,"Chung cư 64 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nallan Host - 2BR APT SEA FRONT - FREE AIRPORT P/U)"
43_27,"Chung cư 64 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Warmly 3Brs APT - SEAVIEW - FREE ✈ P/U , Breakfast)"
38_9,"Chung cư 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Thuy linh Apartment)"
17_1,"Chung cư 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Baymax Home. Muong Thanh Apartment 2BR Riverview)"
23_28,"Chung cư 70 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Your home on the beach)"
32_27,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Lala Seaview Homestay)"
43_12,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Pearl Two Bedroom Suite)"
43_11,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Vintage Two Bedroom Condo)"
10_30,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)"
6_24,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Muong Thanh Apartment)"
40_3,"Chung cư 71 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Resort Cam Ranh - 5 star resort Experience)"
30_19,"Chung cư 71 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (2 Beautiful Beach View bedrooms New Apartment)"
36_12,"Chung cư 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach View 3 Condominum Comfortzone(12a))"
9_16,"Chung cư 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nha Trang Beach Front Condominium Comfortzone)"
23_1,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Lala Seaview Homestay)"
19_17,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nice view apartment for rent in Nha Trang Viet Nam)"
27_26,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen Hotel-1532)"
21_12,Chung cư studio 230 m² có 1 phòng tắm riêng ở Phước Long (HK Apartment- just 3 mins away from the beach)
23_21,Chung cư studio 36 m² có 1 phòng tắm riêng ở Vĩnh Phước (STUDIO 3922A - WITH PANORAMIC VIEW NHATRANG BAY )
25_16,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix)
10_27,Chung cư studio 43 m² có 1 phòng tắm riêng ở Vĩnh Hòa (B15B05 Scenia Bay Apartment Nha Trang)
35_23,Chung cư studio 50 m² có 1 phòng tắm riêng ở Lộc Thọ (City Center -Studio Apartment Ocean View)
26_16,Chung cư studio 52 m² có 1 phòng tắm riêng ở Lộc Thọ (Betty's smile)
43_14,Chung cư studio 60 m² có 1 phòng tắm riêng ở Lộc Thọ (Warm house)
43_22,Chung cư studio 60 m² có 2 phòng tắm riêng ở Vĩnh Phước (Can ho dich vu Times Muong Thanh)
43_18,Chung cư studio 97 m² có 2 phòng tắm riêng ở Lộc Thọ (Dream house)
11_11,Citadines Bayfront Nha Trang
40_5,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (M&N House)"
30_16,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Nguyên (LANXY HOTEL NHA TRANG)"
34_5,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Căn Hộ Gold Coast - Vân Anh Condotel)"
43_20,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Nice beach view, suite for relaxing or long stay)"
13_28,"Căn hộ 100 m² 1 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Wellcome to Cuong's homey apartment!!)"
43_4,"Căn hộ 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (An's apartment)"
43_10,"Căn hộ 100 m² 2 phòng ngủ, 3 phòng tắm riêng ở Lộc Thọ (2 BR seaview @breakfast@center)"
17_16,"Căn hộ 1000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vịnh Vân Phong (Moonlight)"
7_19,"Căn hộ 1000 m² 14 phòng ngủ, 14 phòng tắm riêng ở Suối Hải (Motel An Bình _ homestay)"
28_30,"Căn hộ 1000 m² 21 phòng ngủ, 21 phòng tắm riêng ở Lộc Thọ (DU THUYỀN SEALIFE NHA TRANG)"
16_21,"Căn hộ 106 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Tom's Sea view Smart Huge 3bdr-Apt. in Nha Trang)"
19_10,"Căn hộ 112 m² 2 phòng ngủ, 3 phòng tắm riêng ở Biển Bãi Dài (Alma Resort: Balcony, Sea view, 2 Bed Room)"
41_3,"Căn hộ 219 m² 3 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Khoảng sân trực biển, có thể tổ chức tiệc BBQ)"
20_10,"Căn hộ 28 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Beautiful balcony room towards to the east)"
18_24,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Tân Lập (Nice room in boutique hotel in central, near beach)"
9_5,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Affordable and cozy studio)"
25_20,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Khải Phong Apartment )"
9_10,"Căn hộ 33 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (LIA 05-15)"
7_29,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Angela Serviced Apartment (near Airport Cam Ranh))"
32_21,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Condotel Cam Ranh)"
26_6,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Căn Hộ Nghỉ Dưỡng View Biển,Hồ Bơi 5 Sao Cam Ranh)"
35_11,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Happy House Cam Ranh)"
8_26,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Nghỉ dưỡng siêu rẻ dịch vụ 5 sao)"
41_16,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Seaset Cam Ranh)"
38_23,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Khánh Hoà (Arena Apartment Sea View Cam Ranh Resort)"
22_18,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Fantastic city Panorama suite by HLG)"
28_26,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Moonlight Bay Center)"
15_8,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (QT PANORAMA NHA TRANG APARTMENT)"
42_21,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arene Cam Ranh 2 beds seaview apartment)"
33_26,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Liuu Apartment Ocean view Cam Ranh)"
9_25,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The Arena Cam Ranh - Chỗ nghỉ lãng mạn )"
20_24,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Căn Hộ Nghỉ Dưỡng View Biển Cam Ranh Resort)"
25_17,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea04-34)"
30_10,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Seafront Apartment Cam ranh)"
26_24,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm - Hàng Bông/Quán Sứ (Cạnh bãi dài cam ranh, bãi biển đẹp nhất hành tinh)"
10_8,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Apartment near Cam Ranh Airport)"
24_11,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam ranh resort by River)"
11_19,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (BLISS Seafront Apartment near Cam Ranh Airport)"
34_20,"Căn hộ 39 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Justin Apartment Panorama Central Nha Trang)"
34_24,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea Moon Cam Ranh Beach House)"
29_7,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Deluxe seaview Hotel Emperyan Nha Trang)"
40_29,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Native house - Panorama 2605A)"
31_15,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang Managed by Aqua De Hotel)"
31_27,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Salt house, large room with balcony)"
23_26,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (HNBN 5 FL Boutique Studio Room)"
14_24,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (PrivateRoom#Kitchen#WashingMachine#Iron#Fridge#AC)"
19_25,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Room#200m from Beach_ Center of the City#)"
30_25,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView in Nha Trang)"
9_12,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Free Ploo ❀ Sea View ❀ Panorama Nha Trang)"
41_13,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama Apartment Sunset Nha Trang City)"
7_17,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Studio Balcony Sea View)"
41_11,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (A nice apartment Sea view 28 floor Scencia Bay)"
42_9,"Căn hộ 43 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Căn hộ khách sạn cao cấp The Arena Cam Ranh Resort)"
25_2,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)"
24_26,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Căn hộ ngắm hoàng hôn trên biển 2842)"
22_5,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (PANORAMA NHA TRANG APARTMENT)"
37_18,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama grand suite with bathtub)"
25_24,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)"
21_17,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Sunrise Mường Thanh Apartment)"
37_20,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- Căn hộ 1 phòng ngủ view biển)"
34_19,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Căn hộ biển sceniabay)"
21_30,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea and city view)"
7_27,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea view)"
11_6,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Scenia Bay Apartment for rent)"
32_18,"Căn hộ 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Highsea Goldcoast Superview Nha Trang)"
33_13,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Seaside Apartment Nha Trang )"
39_23,"Căn hộ 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Ocean View Apartment)"
36_20,"Căn hộ 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (The Moonlight Apm : Căn Hộ Mường Thanh 60 Trần Phú)"
23_23,"Căn hộ 500 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Long (MIRACLE LUXURY HOTEL)"
20_25,"Căn hộ 51 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- Căn Studio View biển)"
25_8,"Căn hộ 51 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- 2 phòng ngủ view xéo biển)"
30_28,"Căn hộ 51 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ mặt biển tuyệt đẹp phù hợp gia đình du lịch)"
41_6,"Căn hộ 52 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Apartment at Panorama Nha Trang City view)"
32_11,"Căn hộ 52 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ view biển Hòn Chồng - Host Lộc)"
23_19,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe City View)"
24_25,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe Ocean View)"
25_3,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Excutive Ocean View)"
25_29,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Family Ocean View)"
40_25,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Free Pool & Spa bath Panorama Nha Trang Luxury)"
28_16,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Grand ocean view balcony family suite )"
15_9,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Grand panoramic ocean view suite)"
37_9,"Căn hộ 55 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (2 bedrooms Family Stay Apartment - Beach-front)"
42_3,"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sunshine Cam Ranh Beach House - Nha Trang)"
42_13,"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vạn Thắng (LUXURY APARTMENT)"
40_12,"Căn hộ 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Căn hộ du lịch cao cấp)"
39_1,"Căn hộ 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (căn hộ du lịch mường thanh viễn triều)"
14_30,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (HUD Building )"
28_10,"Căn hộ 62 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Muong Thanh Apartment)"
32_1,"Căn hộ 65 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Maple apartment by the beach | 1 BR for family)"
18_20,"Căn hộ 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Muong Thanh Nha Trang Poli Apartment)"
23_2,"Căn hộ 66 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (SCENIA BAY RESIDENCE - NHA TRANG)"
38_27,"Căn hộ 66 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Lam House Nha Trang Sea View)"
